college,department,course_id,course_code,memo,summary,name,chinese_name,limit,reg_num,time,credit,hours,lecturer,type
physical_education_office,Physical Education Office,563000.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,31.0,F78-PE[GF],0.0,2.0,張振興,Required
physical_education_office,Physical Education Office,563001.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,49.0,F78-PE[GF],0.0,2.0,江竹偉,Required
physical_education_office,Physical Education Office,563002.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,43.0,M34-PE[GF],0.0,2.0,陳奐杰,Required
physical_education_office,Physical Education Office,563003.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,45.0,M34-PE[GF],0.0,2.0,江竹偉,Required
physical_education_office,Physical Education Office,563004.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,45.0,M34-PE[GF],0.0,2.0,留鼎淙,Required
physical_education_office,Physical Education Office,563005.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,46.0,M34-PE[GF],0.0,2.0,張祐華,Required
physical_education_office,Physical Education Office,563006.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,48.0,W12-PE[GF],0.0,2.0,詹富鈞,Required
physical_education_office,Physical Education Office,563007.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,47.0,W12-PE[GF],0.0,2.0,李建毅,Required
physical_education_office,Physical Education Office,563008.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,46.0,W12-PE[GF],0.0,2.0,游鳳芸,Required
physical_education_office,Physical Education Office,563009.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,44.0,W12-PE[GF],0.0,2.0,鄭智仁,Required
physical_education_office,Physical Education Office,563010.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,29.0,R12-PE[GF],0.0,2.0,伍啟萌,Required
physical_education_office,Physical Education Office,563011.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,48.0,R12-PE[GF],0.0,2.0,江竹偉,Required
physical_education_office,Physical Education Office,563012.0,GEPE00001,,,"Physical Education
",大一體育,Unlimited,49.0,R12-PE[GF],0.0,2.0,李建毅,Required
