college,department,course_id,course_code,memo,summary,name,chinese_name,limit,reg_num,time,credit,hours,lecturer,type
college_of_electrical_engineering,College of Electrical Engineering,515100.0,EEEC10007,A班預設英文授課 [English Medium Course],,"Probability
ENG",機率(英文班),55,0.0,T56F2-ED103[GF],3.0,3.0,高榮鴻,Required
college_of_electrical_engineering,College of Electrical Engineering,515102.0,EEEC10006,,,"Probability
",機率,55,0.0,T56F2-ED301[GF],3.0,3.0,林詩淳,Required
college_of_electrical_engineering,College of Electrical Engineering,515103.0,EEEC10006,,,"Probability
",機率,55,0.0,T56F2-ED201[GF],3.0,3.0,簡鳳村,Required
college_of_electrical_engineering,College of Electrical Engineering,515104.0,EEEC10006,,,"Probability
",機率,55,0.0,T56F2-ED219[GF],3.0,3.0,陳信宏,Required
college_of_electrical_engineering,College of Electrical Engineering,515105.0,EEEC10006,,,"Probability
",機率,55,0.0,T56F2-ED303[GF],3.0,3.0,陳稷康,Required
college_of_electrical_engineering,College of Electrical Engineering,515106.0,EEEC10006,,,"Probability
",機率,55,0.0,T56F2-EDB26[GF],3.0,3.0,陸曉峰,Required
college_of_electrical_engineering,College of Electrical Engineering,515107.0,EEEC10035,[English Medium Course],,"Electromagnetics
ENG",電磁學(英文班),50,0.0,M56R2-ED101[GF],3.0,3.0,胡樹,Required
college_of_electrical_engineering,College of Electrical Engineering,515108.0,EEEC10035,A班預設英文授課[English Medium Course],,"Electromagnetics
ENG",電磁學(英文班),50,0.0,M56R2-ED219[GF],3.0,3.0,黃謀勤,Required
college_of_electrical_engineering,College of Electrical Engineering,515109.0,EEEC10032,,,"Electromagnetics
",電磁學,50,0.0,M56R2-EE209[GF],3.0,3.0,邱一,Required
college_of_electrical_engineering,College of Electrical Engineering,515110.0,EEEC10032,,,"Electromagnetics
",電磁學,50,0.0,M56R2-ED203[GF],3.0,3.0,唐震寰,Required
college_of_electrical_engineering,College of Electrical Engineering,515111.0,EEEC10032,,,"Electromagnetics
",電磁學,50,0.0,M56R2-ED303[GF],3.0,3.0,黃瑞彬,Required
college_of_electrical_engineering,College of Electrical Engineering,515112.0,EEEC10032,,,"Electromagnetics
",電磁學,50,0.0,M56R2-ED301[GF],3.0,3.0,蔡作敏,Required
college_of_electrical_engineering,College of Electrical Engineering,515113.0,EEEC10032,,,"Electromagnetics
",電磁學,50,0.0,M56R2-ED201[GF],3.0,3.0,郭建男,Required
college_of_electrical_engineering,College of Electrical Engineering,515134.0,EEEC10028,A~F班 3學分4小時，3小時上課第4小時授權每位老師彈性規劃。,,"Electronics (II)
",電子學(二),60,0.0,M78R34-ED203[GF],3.0,4.0,李義明,Required
college_of_electrical_engineering,College of Electrical Engineering,515136.0,EEEC10028,A~F班 3學分4小時，3小時上課第4小時授權每位老師彈性規劃。,,"Electronics (II)
",電子學(二),60,0.0,M78R34-EE102[GF],3.0,4.0,洪浩喬,Required
